District;Region;Large Land Estates/Number of estates/From 100 to 200;Large Land Estates/Total area/From 100 to 200;Large Land Estates/Arable land/From 100 to 200;Large Land Estates/Meadows/From 100 to 200;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 100 to 200;Large Land Estates/Orchards/From 100 to 200;Large Land Estates/Vegetable gardens/From 100 to 200;Large Land Estates/Parks/From 100 to 200;Large Land Estates/Land under forest use/From 100 to 200;Large Land Estates/Ponds and lakes/From 100 to 200;Large Land Estates/Under buildings and roads/From 100 to 200;Large Land Estates/Unproductive land/From 100 to 200;Large Land Estates/Number of estates/From 200 to 300;Large Land Estates/Total area/From 200 to 300;Large Land Estates/Arable land/From 200 to 300;Large Land Estates/Meadows/From 200 to 300;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 200 to 300;Large Land Estates/Orchards/From 200 to 300;Large Land Estates/Vegetable gardens/From 200 to 300;Large Land Estates/Parks/From 200 to 300;Large Land Estates/Land under forest use/From 200 to 300;Large Land Estates/Ponds and lakes/From 200 to 300;Large Land Estates/Under buildings and roads/From 200 to 300;Large Land Estates/Unproductive land/From 200 to 300;Large Land Estates/Number of estates/From 300 to 400;Large Land Estates/Total area/From 300 to 400;Large Land Estates/Arable land/From 300 to 400;Large Land Estates/Meadows/From 300 to 400;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 300 to 400;Large Land Estates/Orchards/From 300 to 400;Large Land Estates/Vegetable gardens/From 300 to 400;Large Land Estates/Parks/From 300 to 400;Large Land Estates/Land under forest use/From 300 to 400;Large Land Estates/Ponds and lakes/From 300 to 400;Large Land Estates/Under buildings and roads/From 300 to 400;Large Land Estates/Unproductive land/From 300 to 400;Large Land Estates/Number of estates/From 400 to 500;Large Land Estates/Total area/From 400 to 500;Large Land Estates/Arable land/From 400 to 500;Large Land Estates/Meadows/From 400 to 500;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 400 to 500;Large Land Estates/Orchards/From 400 to 500;Large Land Estates/Vegetable gardens/From 400 to 500;Large Land Estates/Parks/From 400 to 500;Large Land Estates/Land under forest use/From 400 to 500;Large Land Estates/Ponds and lakes/From 400 to 500;Large Land Estates/Under buildings and roads/From 400 to 500;Large Land Estates/Unproductive land/From 400 to 500;Large Land Estates/Number of estates/From 50 to 100;Large Land Estates/Total area/From 50 to 100;Large Land Estates/Arable land/From 50 to 100;Large Land Estates/Meadows/From 50 to 100;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 50 to 100;Large Land Estates/Orchards/From 50 to 100;Large Land Estates/Vegetable gardens/From 50 to 100;Large Land Estates/Parks/From 50 to 100;Large Land Estates/Land under forest use/From 50 to 100;Large Land Estates/Ponds and lakes/From 50 to 100;Large Land Estates/Under buildings and roads/From 50 to 100;Large Land Estates/Unproductive land/From 50 to 100;Large Land Estates/Number of estates/From 500 to 1000;Large Land Estates/Total area/From 500 to 1000;Large Land Estates/Arable land/From 500 to 1000;Large Land Estates/Meadows/From 500 to 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 500 to 1000;Large Land Estates/Orchards/From 500 to 1000;Large Land Estates/Vegetable gardens/From 500 to 1000;Large Land Estates/Parks/From 500 to 1000;Large Land Estates/Land under forest use/From 500 to 1000;Large Land Estates/Ponds and lakes/From 500 to 1000;Large Land Estates/Under buildings and roads/From 500 to 1000;Large Land Estates/Unproductive land/From 500 to 1000;Large Land Estates/Number of estates/Over 1000;Large Land Estates/Total area/Over 1000;Large Land Estates/Arable land/Over 1000;Large Land Estates/Meadows/Over 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Over 1000;Large Land Estates/Orchards/Over 1000;Large Land Estates/Vegetable gardens/Over 1000;Large Land Estates/Parks/Over 1000;Large Land Estates/Land under forest use/Over 1000;Large Land Estates/Ponds and lakes/Over 1000;Large Land Estates/Under buildings and roads/Over 1000;Large Land Estates/Unproductive land/Over 1000;Large Land Estates/Number of estates/Together;Large Land Estates/Total area/Together;Large Land Estates/Arable land/Together;Large Land Estates/Meadows/Together;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Together;Large Land Estates/Orchards/Together;Large Land Estates/Vegetable gardens/Together;Large Land Estates/Parks/Together;Large Land Estates/Land under forest use/Together;Large Land Estates/Ponds and lakes/Together;Large Land Estates/Under buildings and roads/Together;Large Land Estates/Unproductive land/Together
PLESZEWSKI;POZNAŃSKIE;2.0;318.0;272.0;38.0;0.0;2.0;1.0;0.0;0.0;0.0;5.0;0.0;3.0;858.0;724.0;25.0;1.0;4.0;1.0;4.0;71.0;2.0;26.0;0.0;3.0;1020.0;862.0;29.0;47.0;0.0;1.0;3.0;49.0;2.0;22.0;5.0;5.0;2262.0;1880.0;127.0;54.0;11.0;6.0;15.0;112.0;6.0;43.0;8.0;7.0;566.0;451.0;24.0;38.0;4.0;2.0;1.0;28.0;0.0;11.0;7.0;8.0;5798.0;4946.0;270.0;66.0;10.0;30.0;12.0;313.0;15.0;119.0;17.0;9.0;16384.0;10806.0;1013.0;238.0;35.0;82.0;163.0;3666.0;19.0;298.0;64.0;37.0;27206.0;19941.0;1526.0;444.0;66.0;123.0;198.0;4239.0;44.0;524.0;101.0
POZNAŃ (MIASTO);POZNAŃSKIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POZNAŃSKI WSCHODNI;POZNAŃSKIE;21.0;2938.0;2430.0;146.0;82.0;15.0;11.0;7.0;85.0;69.0;59.0;34.0;3.0;661.0;577.0;27.0;10.0;2.0;4.0;2.0;0.0;6.0;13.0;20.0;3.0;1083.0;857.0;74.0;1.0;9.0;7.0;8.0;21.0;88.0;14.0;4.0;2.0;892.0;697.0;66.0;32.0;2.0;2.0;1.0;68.0;1.0;16.0;7.0;45.0;3295.0;2640.0;203.0;132.0;20.0;20.0;5.0;94.0;32.0;61.0;88.0;9.0;6911.0;4799.0;468.0;190.0;33.0;11.0;34.0;1060.0;100.0;145.0;71.0;7.0;12556.0;7429.0;956.0;377.0;41.0;67.0;39.0;3158.0;107.0;180.0;202.0;90.0;28336.0;19429.0;1940.0;824.0;122.0;122.0;96.0;4486.0;403.0;488.0;426.0
POZNAŃSKI ZACHODNI;POZNAŃSKIE;10.0;1453.0;1266.0;70.0;13.0;8.0;7.0;3.0;14.0;26.0;28.0;18.0;3.0;798.0;561.0;60.0;14.0;5.0;6.0;6.0;35.0;95.0;7.0;9.0;1.0;364.0;314.0;21.0;0.0;1.0;0.0;2.0;16.0;0.0;10.0;0.0;4.0;1808.0;1232.0;135.0;49.0;3.0;10.0;3.0;103.0;246.0;14.0;13.0;16.0;1077.0;904.0;55.0;47.0;7.0;6.0;1.0;12.0;5.0;16.0;24.0;10.0;7750.0;6116.0;353.0;206.0;16.0;32.0;31.0;561.0;184.0;130.0;121.0;12.0;20081.0;13645.0;819.0;295.0;60.0;58.0;75.0;3694.0;804.0;568.0;63.0;56.0;33331.0;24038.0;1513.0;624.0;100.0;119.0;121.0;4435.0;1360.0;773.0;248.0
RAWICKI;POZNAŃSKIE;10.0;1514.0;1041.0;129.0;61.0;16.0;5.0;4.0;192.0;6.0;30.0;30.0;3.0;675.0;513.0;34.0;10.0;2.0;1.0;2.0;71.0;4.0;6.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;508.0;332.0;22.0;0.0;0.0;1.0;1.0;140.0;1.0;11.0;0.0;6.0;418.0;298.0;54.0;7.0;2.0;1.0;0.0;26.0;1.0;7.0;22.0;7.0;4989.0;3271.0;443.0;50.0;6.0;12.0;57.0;1005.0;24.0;120.0;1.0;6.0;11600.0;6347.0;1569.0;184.0;8.0;46.0;42.0;2827.0;26.0;396.0;155.0;33.0;19704.0;11802.0;2251.0;312.0;34.0;66.0;106.0;4261.0;62.0;570.0;240.0
STRZELNEŃSKI;POZNAŃSKIE;16.0;2232.0;1984.0;106.0;53.0;8.0;10.0;1.0;11.0;3.0;41.0;15.0;11.0;2722.0;2303.0;132.0;97.0;12.0;12.0;4.0;8.0;91.0;43.0;20.0;9.0;3072.0;2613.0;132.0;94.0;11.0;4.0;6.0;28.0;72.0;84.0;28.0;8.0;3718.0;2459.0;281.0;103.0;15.0;22.0;6.0;124.0;557.0;81.0;70.0;47.0;3078.0;2629.0;143.0;121.0;15.0;7.0;0.0;28.0;33.0;50.0;52.0;12.0;9030.0;6521.0;464.0;411.0;20.0;45.0;29.0;240.0;913.0;192.0;195.0;6.0;7994.0;6151.0;406.0;109.0;14.0;34.0;43.0;330.0;663.0;202.0;42.0;109.0;31846.0;24660.0;1664.0;988.0;95.0;134.0;89.0;769.0;2332.0;693.0;422.0
SZAMOTULSKI;POZNAŃSKIE;5.0;617.0;511.0;36.0;51.0;2.0;2.0;2.0;4.0;1.0;7.0;1.0;3.0;712.0;572.0;69.0;16.0;2.0;5.0;3.0;30.0;0.0;12.0;3.0;4.0;1392.0;1157.0;39.0;31.0;7.0;3.0;7.0;8.0;81.0;43.0;16.0;5.0;2396.0;1912.0;160.0;115.0;4.0;7.0;10.0;74.0;52.0;38.0;24.0;10.0;714.0;494.0;32.0;25.0;3.0;2.0;0.0;104.0;1.0;20.0;33.0;11.0;7969.0;6060.0;467.0;167.0;30.0;40.0;33.0;943.0;32.0;139.0;58.0;15.0;32711.0;20061.0;1852.0;533.0;117.0;124.0;104.0;8357.0;770.0;413.0;380.0;53.0;46511.0;30767.0;2655.0;938.0;165.0;183.0;159.0;9520.0;937.0;672.0;515.0
SZUBIŃSKI;POZNAŃSKIE;24.0;3336.0;2346.0;338.0;224.0;15.0;5.0;8.0;173.0;3.0;54.0;170.0;1.0;230.0;120.0;25.0;4.0;2.0;0.0;0.0;53.0;0.0;1.0;25.0;3.0;966.0;811.0;67.0;16.0;4.0;3.0;1.0;12.0;6.0;14.0;32.0;4.0;1752.0;1359.0;124.0;66.0;7.0;9.0;12.0;114.0;8.0;32.0;21.0;57.0;4003.0;2819.0;510.0;249.0;19.0;9.0;1.0;160.0;24.0;59.0;153.0;14.0;9385.0;6318.0;707.0;229.0;53.0;46.0;32.0;1480.0;191.0;222.0;107.0;8.0;20333.0;9338.0;2746.0;724.0;25.0;39.0;49.0;6858.0;161.0;167.0;226.0;111.0;40005.0;23111.0;4517.0;1512.0;125.0;111.0;103.0;8850.0;393.0;549.0;734.0
WITKOWSKI;POZNAŃSKIE;11.0;1611.0;1096.0;118.0;65.0;7.0;8.0;2.0;1.0;222.0;41.0;51.0;10.0;2495.0;2234.0;134.0;34.0;10.0;9.0;6.0;12.0;3.0;39.0;14.0;7.0;2439.0;2196.0;84.0;17.0;15.0;12.0;8.0;6.0;3.0;93.0;5.0;2.0;871.0;774.0;17.0;2.0;5.0;3.0;13.0;4.0;2.0;51.0;0.0;19.0;1265.0;1098.0;80.0;25.0;9.0;6.0;1.0;1.0;2.0;19.0;24.0;4.0;3017.0;2698.0;96.0;86.0;34.0;12.0;7.0;15.0;1.0;38.0;30.0;3.0;9511.0;5180.0;511.0;125.0;10.0;33.0;12.0;3452.0;16.0;136.0;36.0;56.0;21209.0;15276.0;1040.0;354.0;90.0;83.0;49.0;3491.0;249.0;417.0;160.0
WOLSZTYŃSKI;POZNAŃSKIE;5.0;747.0;489.0;56.0;21.0;3.0;0.0;1.0;139.0;0.0;12.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;678.0;406.0;41.0;18.0;2.0;1.0;1.0;58.0;135.0;11.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;465.0;301.0;78.0;8.0;2.0;0.0;0.0;39.0;10.0;19.0;8.0;3.0;2371.0;1357.0;94.0;69.0;1.0;2.0;2.0;780.0;12.0;42.0;12.0;9.0;19135.0;7711.0;3266.0;300.0;25.0;46.0;73.0;6244.0;1058.0;386.0;26.0;26.0;23396.0;10264.0;3535.0;416.0;33.0;49.0;77.0;7260.0;1215.0;470.0;77.0
WRZESIŃSKI;POZNAŃSKIE;11.0;1487.0;1363.0;29.0;35.0;7.0;5.0;3.0;1.0;1.0;32.0;11.0;10.0;2604.0;2387.0;89.0;12.0;11.0;11.0;13.0;20.0;2.0;58.0;1.0;7.0;2450.0;2158.0;72.0;40.0;15.0;16.0;6.0;50.0;10.0;56.0;27.0;3.0;1308.0;1069.0;81.0;19.0;4.0;4.0;12.0;63.0;2.0;54.0;0.0;26.0;1659.0;1463.0;51.0;63.0;11.0;8.0;2.0;2.0;1.0;42.0;16.0;11.0;7709.0;6687.0;293.0;72.0;19.0;23.0;49.0;310.0;6.0;207.0;43.0;3.0;9740.0;5508.0;350.0;147.0;11.0;29.0;56.0;3534.0;31.0;60.0;14.0;71.0;26957.0;20635.0;965.0;388.0;78.0;96.0;141.0;3980.0;53.0;509.0;112.0
WYRZYSKI;POZNAŃSKIE;36.0;5159.0;3831.0;711.0;141.0;47.0;9.0;4.0;217.0;33.0;76.0;90.0;6.0;1453.0;1114.0;137.0;35.0;3.0;3.0;1.0;26.0;89.0;13.0;32.0;7.0;2327.0;1976.0;162.0;11.0;24.0;11.0;5.0;71.0;7.0;55.0;5.0;7.0;3263.0;2791.0;195.0;89.0;6.0;6.0;2.0;39.0;53.0;35.0;47.0;94.0;6607.0;5197.0;648.0;252.0;47.0;19.0;8.0;112.0;66.0;103.0;155.0;8.0;5490.0;3914.0;548.0;172.0;17.0;30.0;15.0;564.0;110.0;63.0;57.0;13.0;29067.0;17071.0;3668.0;595.0;129.0;208.0;96.0;5893.0;936.0;353.0;118.0;171.0;53366.0;35894.0;6069.0;1295.0;273.0;286.0;131.0;6922.0;1294.0;698.0;504.0
WĄGROWIECKI;POZNAŃSKIE;32.0;4386.0;3507.0;309.0;123.0;17.0;9.0;9.0;217.0;20.0;76.0;99.0;6.0;1470.0;1181.0;72.0;45.0;6.0;4.0;1.0;23.0;98.0;30.0;10.0;5.0;1692.0;1346.0;122.0;38.0;1.0;9.0;5.0;121.0;4.0;35.0;11.0;8.0;3632.0;2813.0;259.0;74.0;12.0;12.0;16.0;111.0;108.0;77.0;150.0;73.0;5315.0;4266.0;390.0;217.0;24.0;13.0;2.0;164.0;24.0;94.0;121.0;19.0;13534.0;8938.0;1092.0;636.0;35.0;45.0;41.0;1653.0;779.0;181.0;134.0;8.0;14638.0;8429.0;882.0;384.0;30.0;14.0;23.0;4125.0;355.0;155.0;241.0;151.0;44667.0;30480.0;3126.0;1517.0;125.0;106.0;97.0;6414.0;1388.0;648.0;766.0
ŚMIGIELSKI;POZNAŃSKIE;4.0;538.0;419.0;29.0;6.0;5.0;3.0;0.0;57.0;1.0;11.0;7.0;3.0;850.0;542.0;122.0;3.0;2.0;6.0;6.0;17.0;127.0;18.0;7.0;1.0;325.0;294.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;1250.0;913.0;77.0;3.0;5.0;4.0;4.0;196.0;1.0;28.0;19.0;3.0;198.0;139.0;13.0;11.0;0.0;1.0;4.0;10.0;2.0;4.0;14.0;12.0;8368.0;5282.0;1254.0;197.0;31.0;34.0;39.0;1182.0;149.0;148.0;52.0;10.0;16625.0;8627.0;3841.0;328.0;50.0;30.0;45.0;2707.0;253.0;267.0;477.0;36.0;28154.0;16216.0;5364.0;548.0;93.0;78.0;98.0;4169.0;533.0;479.0;576.0
ŚREDZKI;POZNAŃSKIE;11.0;1394.0;1219.0;51.0;42.0;5.0;5.0;1.0;32.0;1.0;19.0;19.0;5.0;1301.0;1197.0;52.0;0.0;4.0;7.0;6.0;3.0;1.0;24.0;7.0;11.0;3796.0;3351.0;233.0;45.0;12.0;15.0;12.0;46.0;5.0;69.0;8.0;10.0;4260.0;3589.0;227.0;84.0;9.0;48.0;25.0;122.0;8.0;138.0;10.0;12.0;729.0;629.0;48.0;5.0;9.0;4.0;1.0;8.0;2.0;19.0;4.0;12.0;8286.0;6675.0;475.0;224.0;15.0;10.0;41.0;638.0;11.0;153.0;44.0;6.0;18920.0;12180.0;1398.0;487.0;46.0;24.0;39.0;3946.0;351.0;180.0;269.0;67.0;38686.0;28840.0;2484.0;887.0;100.0;113.0;125.0;4795.0;379.0;602.0;361.0
ŚREMSKI;POZNAŃSKIE;11.0;1559.0;1324.0;101.0;32.0;7.0;5.0;5.0;26.0;21.0;15.0;23.0;14.0;3575.0;2757.0;189.0;86.0;9.0;16.0;11.0;89.0;315.0;65.0;38.0;4.0;1395.0;1148.0;114.0;10.0;6.0;8.0;13.0;33.0;25.0;25.0;13.0;5.0;2270.0;1722.0;205.0;24.0;7.0;4.0;15.0;217.0;40.0;27.0;9.0;23.0;1531.0;1075.0;97.0;109.0;6.0;2.0;0.0;119.0;8.0;24.0;91.0;13.0;9374.0;6133.0;821.0;327.0;22.0;45.0;24.0;1509.0;182.0;196.0;115.0;12.0;26487.0;13652.0;1921.0;760.0;48.0;71.0;83.0;8777.0;713.0;360.0;102.0;82.0;46191.0;27811.0;3448.0;1348.0;105.0;151.0;151.0;10770.0;1304.0;712.0;391.0
ŻNIŃSKI;POZNAŃSKIE;26.0;3636.0;2602.0;194.0;74.0;18.0;13.0;3.0;41.0;564.0;55.0;72.0;9.0;2165.0;1645.0;147.0;47.0;9.0;6.0;5.0;7.0;234.0;46.0;19.0;10.0;3531.0;2989.0;185.0;38.0;10.0;9.0;10.0;56.0;162.0;70.0;2.0;4.0;1699.0;1552.0;90.0;4.0;7.0;4.0;5.0;0.0;3.0;34.0;0.0;80.0;5261.0;4397.0;320.0;182.0;29.0;18.0;1.0;31.0;50.0;89.0;144.0;6.0;4217.0;3460.0;355.0;96.0;12.0;8.0;17.0;118.0;97.0;53.0;1.0;2.0;2397.0;1839.0;77.0;45.0;4.0;18.0;7.0;289.0;70.0;33.0;15.0;137.0;22906.0;18484.0;1368.0;486.0;89.0;76.0;48.0;542.0;1180.0;380.0;253.0
BOHORODCZAŃSKI;STANISŁAWOWSKIE;1.0;119.0;101.0;3.0;5.0;1.0;2.0;0.0;4.0;0.0;3.0;0.0;1.0;230.0;70.0;6.0;0.0;1.0;5.0;0.0;147.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;151.0;73.0;39.0;6.0;1.0;3.0;0.0;24.0;0.0;1.0;4.0;2.0;1096.0;6.0;0.0;0.0;0.0;3.0;0.0;1087.0;0.0;0.0;0.0;2.0;30089.0;1231.0;385.0;199.0;5.0;15.0;33.0;27254.0;128.0;32.0;807.0;8.0;31685.0;1481.0;433.0;210.0;8.0;28.0;33.0;28516.0;128.0;37.0;811.0
DOLIŃSKI;STANISŁAWOWSKIE;2.0;332.0;163.0;58.0;49.0;4.0;3.0;2.0;37.0;6.0;6.0;4.0;2.0;502.0;116.0;29.0;14.0;1.0;1.0;0.0;226.0;0.0;2.0;113.0;1.0;325.0;105.0;17.0;58.0;2.0;4.0;6.0;23.0;93.0;5.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2536.0;467.0;363.0;255.0;1.0;2.0;6.0;1403.0;0.0;8.0;31.0;7.0;3695.0;851.0;467.0;376.0;8.0;10.0;14.0;1689.0;99.0;21.0;160.0
HORODEŃSKI;STANISŁAWOWSKIE;13.0;1896.0;1458.0;32.0;68.0;5.0;11.0;1.0;250.0;10.0;16.0;45.0;15.0;3911.0;3103.0;199.0;134.0;42.0;17.0;9.0;203.0;28.0;75.0;101.0;11.0;3871.0;2915.0;146.0;220.0;18.0;26.0;4.0;320.0;52.0;62.0;108.0;1.0;418.0;319.0;0.0;29.0;0.0;1.0;0.0;64.0;0.0;2.0;3.0;2.0;151.0;100.0;11.0;7.0;1.0;3.0;0.0;15.0;0.0;4.0;10.0;15.0;9867.0;6320.0;209.0;442.0;65.0;66.0;8.0;2416.0;30.0;91.0;220.0;3.0;6918.0;4723.0;388.0;196.0;14.0;46.0;4.0;1394.0;42.0;48.0;63.0;60.0;27032.0;18938.0;985.0;1096.0;145.0;170.0;26.0;4662.0;162.0;298.0;550.0
KAŁUSKI;STANISŁAWOWSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;954.0;537.0;103.0;79.0;5.0;3.0;5.0;171.0;0.0;22.0;29.0;3.0;1027.0;547.0;45.0;141.0;2.0;14.0;6.0;265.0;2.0;4.0;1.0;1.0;447.0;139.0;0.0;139.0;2.0;2.0;0.0;163.0;0.0;1.0;1.0;5.0;376.0;227.0;79.0;28.0;0.0;4.0;0.0;35.0;0.0;2.0;1.0;4.0;2875.0;799.0;133.0;337.0;18.0;12.0;1.0;1456.0;0.0;9.0;110.0;3.0;4523.0;738.0;330.0;719.0;10.0;5.0;2.0;2630.0;6.0;14.0;69.0;20.0;10202.0;2987.0;690.0;1443.0;37.0;40.0;14.0;4720.0;8.0;52.0;211.0
KOSOWSKI (KOSÓW HUCULSKI);STANISŁAWOWSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;521.0;28.0;29.0;255.0;1.0;0.0;0.0;193.0;0.0;1.0;14.0;1.0;375.0;0.0;1.0;164.0;0.0;0.0;0.0;188.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;990.0;0.0;0.0;0.0;0.0;0.0;0.0;990.0;0.0;0.0;0.0;1.0;8895.0;11.0;101.0;293.0;1.0;6.0;0.0;8336.0;0.0;8.0;139.0;5.0;10781.0;39.0;131.0;712.0;2.0;6.0;0.0;9707.0;22.0;9.0;153.0
KOŁOMYJSKI;STANISŁAWOWSKIE;3.0;384.0;257.0;52.0;29.0;3.0;4.0;0.0;29.0;0.0;10.0;0.0;9.0;2253.0;1291.0;136.0;24.0;14.0;13.0;1.0;721.0;10.0;26.0;17.0;6.0;2108.0;1249.0;130.0;107.0;17.0;4.0;9.0;545.0;5.0;22.0;20.0;7.0;3069.0;2304.0;121.0;103.0;38.0;31.0;4.0;402.0;13.0;32.0;21.0;10.0;768.0;481.0;99.0;56.0;11.0;6.0;0.0;104.0;1.0;7.0;3.0;8.0;5172.0;3271.0;203.0;202.0;38.0;29.0;4.0;1363.0;0.0;36.0;26.0;2.0;3046.0;1471.0;197.0;429.0;7.0;6.0;3.0;859.0;12.0;22.0;40.0;45.0;16800.0;10324.0;938.0;950.0;128.0;93.0;21.0;4023.0;41.0;155.0;127.0
NADWÓRNIAŃSKI;STANISŁAWOWSKIE;4.0;602.0;113.0;115.0;138.0;0.0;6.0;0.0;204.0;1.0;2.0;23.0;3.0;840.0;81.0;117.0;198.0;0.0;9.0;0.0;413.0;0.0;18.0;4.0;2.0;726.0;361.0;26.0;87.0;8.0;2.0;0.0;229.0;0.0;6.0;7.0;2.0;838.0;82.0;209.0;64.0;1.0;3.0;0.0;478.0;0.0;1.0;0.0;10.0;708.0;245.0;230.0;116.0;5.0;0.0;0.0;92.0;0.0;5.0;15.0;1.0;750.0;244.0;125.0;258.0;3.0;3.0;0.0;114.0;0.0;1.0;2.0;2.0;4754.0;397.0;105.0;72.0;7.0;2.0;0.0;4155.0;5.0;9.0;2.0;24.0;9218.0;1523.0;927.0;933.0;24.0;25.0;0.0;5685.0;6.0;42.0;53.0
PECZENIŻYŃSKI;STANISŁAWOWSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROHATYŃSKI;STANISŁAWOWSKIE;11.0;1640.0;894.0;171.0;69.0;11.0;10.0;7.0;292.0;1.0;8.0;177.0;11.0;2674.0;1914.0;338.0;106.0;13.0;19.0;1.0;248.0;7.0;19.0;9.0;5.0;1663.0;787.0;376.0;56.0;1.0;5.0;1.0;423.0;0.0;5.0;9.0;5.0;2327.0;1158.0;244.0;249.0;6.0;3.0;1.0;539.0;71.0;14.0;42.0;2.0;185.0;150.0;6.0;0.0;2.0;1.0;1.0;19.0;0.0;6.0;0.0;9.0;6927.0;2738.0;1191.0;509.0;21.0;36.0;27.0;2030.0;282.0;30.0;63.0;10.0;17857.0;5756.0;2447.0;745.0;15.0;52.0;29.0;8401.0;209.0;89.0;114.0;53.0;33273.0;13397.0;4773.0;1734.0;69.0;126.0;67.0;11952.0;570.0;171.0;414.0
SKOLSKI;STANISŁAWOWSKIE;1.0;144.0;35.0;16.0;56.0;0.0;0.0;0.0;35.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;423.0;20.0;61.0;29.0;0.0;0.0;0.0;304.0;0.0;1.0;8.0;1.0;58.0;12.0;12.0;20.0;0.0;0.0;0.0;3.0;0.0;1.0;10.0;3.0;2001.0;180.0;153.0;65.0;4.0;5.0;0.0;1542.0;2.0;9.0;41.0;4.0;44010.0;682.0;1804.0;1252.0;10.0;10.0;3.0;40091.0;67.0;40.0;51.0;10.0;46636.0;929.0;2046.0;1422.0;14.0;15.0;3.0;41975.0;69.0;53.0;110.0
STANISŁAWOWSKI;STANISŁAWOWSKIE;5.0;778.0;535.0;108.0;42.0;7.0;4.0;8.0;44.0;0.0;9.0;21.0;5.0;1296.0;579.0;132.0;144.0;7.0;9.0;6.0;371.0;9.0;9.0;30.0;7.0;2470.0;1308.0;85.0;91.0;14.0;21.0;5.0;803.0;2.0;18.0;123.0;2.0;876.0;495.0;49.0;11.0;3.0;4.0;1.0;304.0;1.0;5.0;3.0;5.0;383.0;215.0;34.0;76.0;2.0;5.0;0.0;25.0;0.0;3.0;23.0;8.0;5942.0;1564.0;542.0;360.0;15.0;38.0;5.0;3327.0;0.0;27.0;64.0;4.0;5835.0;1054.0;385.0;409.0;16.0;5.0;6.0;3866.0;0.0;31.0;63.0;36.0;17580.0;5750.0;1335.0;1133.0;64.0;86.0;31.0;8740.0;12.0;102.0;327.0
